Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
France,,,,,,,,,,,,,,,,,,,,,118.8891432,113.5992817,108.456231,104.4391298,102.7226144,105.2950222,109.0673263,110.3602943,108.3919878,106.237159,109.9574592,105.8375264,107.3250114,108.4097247,108.167745,111.1365803,110.6185112,105.2393506,105.6118361,102.527529,97.0895845,96.77900938,98.38401436,103.767733,105.5425796,104.0301749,103.3576385,103.8758588,104.4908021,104.5374874,100,99.21326131,96.01439749,97.33299168,97.34528005,92.04504216,93.01640066,93.49738973,95.57123927,93.89727683,94.94426934,94.42357129,90.10435017,92.01097545,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,223.1886577,198.7766241,200.5695791,197.4002988,189.451269,195.3961862,212.7705737,208.9839612,180.8455018,213.6907418,215.1543726,167.5611268,151.249102,146.6278777,98.96943412,109.4034618,108.0624868,106.2501512,107.0421409,102.0449914,96.22300954,96.34711241,96.25312868,100.9225264,100.8972941,101.761158,97.90796698,102.3174755,105.7618719,106.5495371,100,98.16121418,94.77823437,95.81577303,99.2804073,92.68003334,93.73562441,95.82751023,101.1560781,100.5840456,103.2311441,102.1308065,97.30206181,100.924072,
United Kingdom,,,,,,,,,,,,,,,,,,,,119.2570267,139.436173,143.8332563,138.6982888,127.3825907,121.81879,124.1278039,115.560263,115.3949032,118.9046375,117.1457814,119.5793779,123.6741344,120.2184118,108.6191779,108.7054298,104.0741693,106.4653032,123.3385294,129.2700736,129.1260918,130.4387691,127.2838371,128.1837389,122.9541496,127.772274,125.4335821,126.1820505,128.2721599,111.7690149,100.3079294,100,99.82954072,103.3988192,102.0769554,108.7331056,113.7638802,102.5113664,97.30266379,99.03767906,98.59817464,98.80000893,102.6186369,101.2020301,103.9146007,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.01151651,71.44856648,89.91726084,94.02553376,91.70427726,78.48321334,85.26070596,85.56498995,82.95983303,78.04626982,83.36612915,88.83322414,93.95715404,97.26505595,107.6914235,104.5820985,100,108.4357765,110.3404348,107.1508586,106.3371054,98.32092523,99.16517504,96.90474046,97.14343718,92.56585391,89.45354128,91.09928601,109.5533039,119.4891071,
Ghana,,,,,,,,,,,,,,,,,,,,,664.7765705,1482.2054,1851.106597,3053.597507,483.5960454,351.5718532,222.8069197,165.2731994,151.8210748,142.0287089,141.7457492,144.0813105,127.0452685,110.8402115,89.73975238,103.9785583,112.6672249,120.2527681,128.4445047,117.8567842,86.02533415,93.35474489,88.56907303,91.03825062,94.17551105,103.5718916,110.0513913,109.4107245,104.3455024,94.75514297,100,94.61930758,88.2298355,88.4925197,69.47153889,68.19328672,78.25832815,77.70531919,76.64869223,73.50167116,74.64638322,74.30293621,71.28670257,71.29791008,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,269.9757747,258.6314652,259.8727895,261.9060796,248.8756004,266.9311055,191.8416557,202.2458955,222.325061,214.9341225,205.3181651,197.2411047,198.9257533,212.5316601,201.2754464,195.2000395,191.6370005,197.693377,196.6185565,192.0593044,183.5919456,158.5468032,131.5984031,95.25875307,93.81738699,99.67350215,99.20935947,107.5563551,113.7430256,102.7994296,100,92.48341582,88.9874505,81.46141238,73.5986089,72.73743274,88.1412949,89.63963879,88.87860554,93.43015261,95.50414478,96.91501434,102.8630356,105.0526229,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,125.3572195,105.5142278,91.26866526,87.43343942,85.62366968,85.82137407,78.96065796,75.60757039,79.46144524,57.10851784,68.04297429,68.00156542,62.82710154,66.84132988,63.81136424,61.2073206,64.32039252,70.35450087,82.35737568,87.93751156,89.64483313,91.08093329,94.25629024,96.88448962,100.5308917,100,102.2958072,99.38991918,102.6541594,106.7384216,99.88305586,101.6807084,101.9350039,104.3394478,102.0523534,108.2242381,105.8524347,98.99088493,100.8852187,
Greece,,,,,,,,,,,,,,,,,,,,,83.97063023,87.15906485,90.43984602,83.60774687,81.06082164,78.42755996,73.48267486,75.18857614,77.33239024,78.23888842,82.66211261,83.55271777,85.98451995,86.54247283,87.61311836,90.46030567,94.42048538,94.11532378,91.44899063,91.42592755,85.15744138,86.21579902,88.85853841,94.70731205,96.29568488,96.09211984,96.64669715,97.89317069,99.46419853,100.7726138,100,100.7259136,97.49188434,96.49782886,94.85122091,89.30958477,89.51897683,89.93496973,90.48947562,88.7025459,88.31555635,87.66747417,87.57638297,87.47306567,
Grenada,,,,,,,,,,,,,,,,,,,,92.48532962,96.2113373,111.2541384,118.0931548,124.4878386,132.7921734,132.9209085,123.7900333,111.3060777,109.4966547,115.0210251,106.6828854,105.4544175,104.4378965,110.062621,110.0594649,106.4399104,106.8076792,107.8404627,108.4960177,109.3111472,111.8609974,112.4717474,110.5794017,106.1270268,102.2752601,101.1556679,101.3940323,98.69923688,98.97652939,100.6345695,100,97.06013572,97.71062901,96.48636236,93.61203398,96.41152845,98.67060527,97.78773317,95.60268559,96.49155578,95.95140486,93.14301052,92.02381217,90.28477976,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,826.8277367,896.6034799,1014.609911,1186.04354,1221.031216,1258.056279,1190.465904,614.6825148,270.9384635,218.2737529,154.2213088,130.7171357,143.3444018,155.8503364,88.12470302,89.74900552,96.20364793,98.77089565,99.87139078,89.92043793,94.22225492,94.46776485,95.5019084,92.28560742,88.14784942,89.94987381,92.31065279,94.87296173,94.43385539,100.1146532,100,97.75598136,99.26620007,99.18851607,98.48846442,103.7047988,106.2976439,106.7407907,104.9583992,106.8717625,107.3594817,108.399212,112.9413324,112.6159007,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92662832,93.38708778,91.7774834,100.8345735,106.052569,108.6922327,121.3002505,135.6547821,153.3987541,147.962788,146.6891189,151.8981175,145.6446651,129.1495487,116.1026989,112.0293632,109.6218631,106.1257471,101.5689502,102.230376,100,97.9650511,104.3680029,109.4452524,112.4390483,121.1373027,122.3608026,122.9294853,121.4389496,127.2642571,132.6341824,125.8787808,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.56079334,94.55638036,90.00607974,89.6274607,93.02286099,93.95410672,94.5493709,95.68870077,96.82650995,98.3066102,98.80133557,102.2957247,102.9400039,100,97.49372051,95.41137499,96.81360671,95.81621029,92.63422004,92.95251263,93.60214986,95.27482157,94.1035109,93.36545499,93.98703227,94.72673845,97.65538574,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.77548539,64.02984893,69.2919819,69.11820546,66.34799221,67.97332489,71.40097124,70.95450235,72.50861161,73.00553407,78.73062553,86.8930762,89.15676527,94.88368211,96.22366443,91.6316643,101.9943549,104.8868437,98.98324592,100,99.75371731,97.02978288,96.00930984,92.1279059,88.31533378,88.98742654,90.76804781,90.28857246,89.08192449,85.67194494,86.10017227,82.22680305,95.14263253,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,82.65387009,88.0190276,87.41479141,94.33916627,95.67824019,95.73978865,97.11592844,104.6635238,102.9005254,101.1486298,99.60085998,104.561976,100.8224014,103.3189568,96.49569387,95.85641518,96.68016357,99.03893904,91.69021114,88.90623616,85.56709515,82.00199806,84.87063042,89.64977873,99.02311466,101.8510317,101.5338166,103.4601917,109.0467552,113.1608239,107.7332453,100,100.2248668,95.62982447,97.42691872,96.54213439,88.36251296,89.46301757,89.84618612,90.68896976,88.03502613,88.07758387,88.22172772,85.21293442,88.8557748,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,208.3460252,228.101754,271.803509,318.1436831,376.6590733,424.4253322,251.9864562,166.7376298,185.134208,217.5072406,217.8883074,146.8946847,131.6163933,72.40778894,54.60581471,67.35132357,90.63945135,117.350659,146.0777027,180.8486841,219.5255991,260.595965,296.5488589,112.4553068,70.55044765,70.30231445,72.15653818,73.84450416,77.51135483,87.47509127,99.01077765,100,114.1151416,126.7420819,123.4581968,91.78208807,97.79934254,100.2451885,101.2885773,116.4153748,128.7012816,167.3190813,230.0617068,334.6214796,476.8131365,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,139.5842513,146.7521594,153.0376219,140.3508044,129.8440909,138.4790056,137.2286054,136.8882369,148.0144528,155.7100246,142.3809625,141.0419962,144.0086226,144.3713168,133.5208035,125.5157575,125.2117982,125.3982881,127.6205971,131.951594,133.4847349,137.2517938,120.2379731,127.7057365,135.9624589,140.0649401,156.9777426,145.7413141,153.6291731,120.2349407,96.67595777,100,100.9197395,99.82565816,104.0153738,111.1082436,113.7572776,128.5596456,144.1539554,140.4512221,130.6777092,120.8157182,126.722573,131.0727471,133.4673851,
Israel,,,,,,,,,,,,,,,,,,,,93.91601955,95.89934136,97.62681863,102.1772904,111.2762361,104.4825129,102.4184466,99.79600313,96.74316136,106.7170158,108.1003029,105.6802135,107.35333,104.6078979,103.2183087,104.2906921,105.0875962,110.2531319,115.3492589,112.2458395,106.7982922,112.5512498,111.5088381,100.8599047,95.73039828,89.88279204,87.57857321,87.16608814,88.20187824,98.34494127,95.82770219,100,101.165845,95.98140222,102.3398646,103.1727104,101.8382881,103.5219654,108.4436257,106.2821493,109.1541408,111.4868994,114.3382917,114.7493451,106.0168667,
Italy,,,,,,,,,,,,,,,,,,,,,97.36164023,93.81142894,94.92429804,100.1280299,100.9849646,100.5864149,107.6935951,110.8411045,109.9630754,112.6518757,118.3454157,118.3036954,116.4747316,98.09850149,95.68717308,89.26442721,99.27210021,98.77620185,99.24980221,97.98671055,93.18981378,94.5027445,96.8025362,102.8859984,104.6357954,102.8321039,102.4437798,103.0798602,103.9328191,105.0653698,100,99.86654522,97.75451745,99.50592996,99.34343585,93.8265719,94.65085124,95.42660478,96.91477345,94.57392665,95.09202219,94.91614954,93.11886521,96.03595322,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,73.84036046,78.92940515,71.57151889,77.50638087,80.90751024,82.92509934,106.3022914,111.9707874,118.709893,108.8065309,97.36185354,103.9490324,107.039363,125.2992757,133.2113669,135.3969384,113.7069274,106.9845014,107.0128341,118.9033821,125.5166081,111.7746761,104.150541,105.0468686,106.0764362,99.46186968,90.04777097,82.4769762,88.61852418,99.5421349,100,101.1292047,99.888065,79.64350503,74.58807072,69.42393977,78.92207575,75.15316059,74.48192293,76.62034991,77.30962309,70.69094432,61.01068063,58.11153279,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,102.2458995,101.772917,105.141515,107.9964805,109.1659208,111.2456239,110.8440189,106.9657292,100.3995145,95.1541562,98.00949315,94.26254258,93.77429608,92.43014928,94.91225273,94.06345091,92.07287788,92.16406409,99.61803838,102.6970792,104.2187617,106.3355416,107.7421347,107.1858398,102.9725226,98.65745142,96.00460063,100.0448377,98.68583264,97.47521723,101.7124012,100,100.3835129,101.0440426,100.4101173,99.84208377,103.3776587,103.700366,102.2306277,98.46217942,98.29320983,97.27273993,94.27175946,92.94126111,92.26644229,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7683799,140.8266733,131.4871401,131.4084103,136.2948104,152.7581032,164.4346759,146.648591,97.8944541,99.28867345,104.7318741,98.46979611,104.4455458,103.1074379,107.2415961,127.0166083,136.1020005,137.1450836,108.1420139,91.61405519,100,97.49130219,105.1269795,119.0269394,134.5238039,142.0538734,139.0554482,143.0766679,152.9929916,147.6229196,136.984098,138.9746417,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,98.72569845,100.3678917,110.1584762,112.9983575,114.797916,119.4025087,116.380888,109.3925899,107.331958,101.7646381,104.1971663,99.31341923,100.6621586,101.2671368,105.0690407,104.7882166,103.7864323,103.0985419,102.3695769,104.9584839,105.9277752,111.5971183,116.7607735,113.4185336,108.1428977,102.9576793,101.6466735,101.3782689,97.92634622,97.36375077,99.90234298,100,97.38926314,100.186598,100.5636683,102.8476679,106.3198755,104.1491515,102.2018613,101.6484714,102.6581044,100.9488384,98.86567448,101.3274085,101.1999233,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,204.1153398,199.6850739,195.2909425,205.5346079,203.2855449,195.5351734,193.9995299,187.325941,184.952133,185.4230825,180.9550086,193.1847703,207.2437711,206.8106753,197.2521635,197.6228835,178.8361316,179.1326532,164.5114785,150.7398951,142.9332235,123.3603973,77.4465679,111.2154266,128.7628171,130.3991781,128.3762197,126.6520598,117.4440044,95.49390793,100,99.68158759,95.40296121,86.34013164,81.53619753,78.33332833,73.90131897,80.18627919,81.68849712,79.9444489,75.1362225,81.70082984,80.19699561,74.75558758,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,110.3940055,107.8046439,104.9452691,98.73154193,98.86654061,99.37080688,99.84777949,100.5563012,100.4033348,99.74759883,99.51967405,101.0605697,100.6678716,101.0126172,101.2296772,102.1519502,104.0566196,100.8752227,96.40011017,96.08602211,95.00322009,93.17131548,93.6921724,94.85693096,98.36731531,99.42311506,99.26062624,99.79981885,100.7149487,101.8066539,102.6309815,100,100.646744,98.79681883,100.5693216,100.789318,97.1198474,98.09477203,98.92268618,100.3187288,99.60184441,100.9930555,101.171084,98.26526727,98.6861041,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15889558,67.62964947,70.29151488,69.85697709,76.10046301,80.15211764,88.6085213,93.66236358,91.54612322,89.12862188,85.02606414,85.76561936,83.94820694,86.42137308,92.8008474,102.2170445,108.0118031,100,102.0684564,98.79866265,98.50598106,99.87877472,98.15257572,99.72509012,100.4192899,103.2898173,103.2495619,104.5197354,104.9840046,109.296525,116.5991486,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6952109,103.2766354,98.36961166,99.36642457,99.8702486,102.6625481,105.9335991,109.3747373,109.7167781,109.3442053,112.2578856,112.2552997,114.8519004,110.2071281,109.7096856,108.8851076,106.9860821,104.0461306,104.5332103,103.6101193,103.349423,104.8178138,100,97.5005746,95.38239967,97.01119545,97.07995421,96.83736397,98.97725963,98.64902606,99.42641748,100.2210789,101.5842832,103.1809825,99.87879647,100.7527733,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26142987,72.22649367,73.50542395,84.79450664,82.36032093,62.83443008,73.1432477,75.83244021,71.70744538,67.86583653,77.68160165,79.27200669,81.41927011,87.73091507,104.0743708,106.6921204,100,104.9571929,110.0475574,106.7123445,102.6721797,99.12391422,101.8066803,112.9419096,122.9753225,125.587671,132.0272829,128.400693,154.607714,173.2730772,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,120.820592,137.4744948,98.70146929,86.97585878,101.8706856,104.7226253,73.1393835,67.37618531,83.60307451,89.73323611,91.90229216,100.7734311,108.9618889,117.1780122,112.3970251,75.52506399,84.7831752,97.61192408,98.38696841,106.789379,115.5572416,123.0378475,123.071795,110.2095517,105.9778708,109.8056805,109.9011039,108.3727431,106.0730073,92.78251632,100,99.7955487,96.62323298,102.2383016,101.1422153,90.62608255,79.00785722,80.96297541,80.91740208,83.5352598,77.09722987,81.64643727,85.96877717,100.0391721,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1269859,124.0187044,136.4554746,126.0972623,109.8377131,102.0786374,102.8936066,105.4902589,103.1549771,102.6698701,104.5276326,103.0070315,100.124297,99.93271628,99.66252197,103.9007362,103.7099596,100,100.806921,99.99830669,102.2090885,101.702317,98.14291046,98.31704785,98.60383946,99.80261325,98.27409357,99.62166156,100.4258795,104.5734095,109.5794614,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,102.8317399,108.3190742,117.5405583,121.4989706,118.3370847,116.7767032,113.245701,107.1799276,103.7818111,103.3800657,101.0858692,97.35871693,95.04687422,91.4523404,86.37848281,87.86134704,89.31674823,88.89061123,89.8993028,94.39073845,92.50683007,90.43644574,91.44264847,93.85747539,98.90884391,102.7959332,101.5956812,102.1748152,103.6894453,105.3285385,106.2980669,100,99.7320946,95.2423298,97.13124841,96.48757128,89.54820255,91.21920202,92.21972061,93.51965916,91.80716649,92.85373753,93.12878589,89.2340386,92.37346424,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,200.3882739,205.1480135,198.0051719,202.2910464,214.6668035,204.0413631,182.6101321,164.8545518,180.2568178,187.7705393,186.9209896,198.0598098,181.6944934,185.3095052,131.4484822,115.303852,166.3604701,173.1847902,129.0968444,129.7474113,134.2809012,145.1449761,158.3283759,110.6681889,98.73423675,100.5470071,97.14403358,95.11945043,97.94288227,107.2126098,100,96.74496932,78.49854108,65.34784381,70.65201688,80.39995204,69.61776225,74.59442071,78.95996545,86.88776918,94.65599911,90.18686542,93.82397639,99.54957207,
Malaysia,,,,,,,,,,,,,,,,,,,,164.1974204,158.3063415,159.0891757,169.1577772,177.1340111,184.0363471,174.8837629,146.8309443,139.1850062,126.5324422,124.374984,119.1321099,115.7185675,123.4196822,124.1451476,120.225487,120.455522,124.8925514,120.68921,96.38587396,97.24980036,98.50475048,103.3409856,103.4728033,97.88440545,93.47803897,93.30200674,96.28901912,98.07874874,97.79252916,94.94043072,100,99.82638459,99.51712004,99.01485854,97.96394723,89.57156093,86.56078214,85.11586016,88.66002474,87.4847752,84.405457,83.28322149,82.09386533,80.05411365,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,288.383467,320.8356887,329.0325105,389.4270926,536.9217809,482.7675645,263.7912746,84.00135388,85.30852959,76.29907869,71.06029614,60.1019701,49.77716576,54.44072823,100.6324592,160.1805146,207.5140303,236.0359979,273.0146729,69.19855688,70.1625753,78.18372708,78.42111169,73.6735854,75.31765561,86.26748213,91.44073538,90.53007045,99.56162524,92.64212458,100,100.5038827,110.4983621,117.5464482,124.8403586,119.8621395,110.860315,101.4472827,109.9024822,124.1892439,119.5152798,117.0343469,133.1890281,115.6167053,
