Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Seychelles,,,,,,,,,,,,,,,,,-30500009.23,-34668549.25,-42664424.01,-62557697.01,-76623540.86,-74812366.26,-81786237.77,-66533729.33,-60717251.65,-69452185.51,-86273479.18,-89982885.56,-125775286.2,-128840965.6,-127016287.4,-120966277.6,-141252269.7,-184730194.7,-153186755.8,-177157353.2,-232469446.1,-221777567.1,-254863172.5,-281686270.5,-17385751.07,-98365423.59,-26503782,46646621.18,-33733781.82,-165134600,-123336845.6,-13369511.69,-123156431.5,-94960690.5,-151451558.1,-149877966.6,-175218189.5,-94809967.49,-208039149.2,-104647893.1,-159449947,-161222455.5,-207314588.8,-162488390.1,-281901645.8,-345664876.9,-193430838.2,-239215326.5
Syrian Arab Republic,-55258324.02,-45217458.1,-6992601.626,-20925340.31,-33482774.87,1043.175891,-71571329.79,-53751833.81,-55309462.24,-102820346.7,-76172489.77,-129282482.2,-170092838.2,-120236530.9,-498534679.3,-857474312.2,-1127199753,-1731054131,-1519473081,-1675159236,-2247898089,-2688796093,-1795327457,-2360324470,-2026483912,-2212630085,-1460040438,-1507380402,-975400320.9,-3113207.4,47798167.33,-995541666.7,-1507596237,-1785766362,-1248100000,-786047904.2,-863532934.1,-200389105.1,-55711538.46,51608527.13,1315616496,1296177021,1625172834,626153220.9,698198019.8,563256705,1288523949,327533039.6,471012992.2,-987542046.4,198541672.8,-8075985719,-8611913894,-6226638860,-8650895013,-3705702630,-2992209576,-3662179670,-4476922674,-3608621145,-2101889416,-4333884997,-5194474076,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,-11439256.28,-15515635.32,-20022490.08,-23286441.81,-29817991.54,-17981129.13,-17530807.15,-17103459.99,-16997089.66,-21186281.5,-27170046.55,-25822267.9,-28211525,-50296951.83,-54895339.21,-98979167.84,-89205205.83,-121770571.9,-128600161.8,-169317995.2,-123141840.7,-66304007.51,-57845649.7,-59290086.4,-55469971.71,-200626220.1,-234726697.9,-244124530.5,-223651230.2,-252719368,-250821790.1,-233633759,-258247221.3,-234126640.7,-221539912.9,-171175537.3,-185214641.6,-188844927.1,-193248744.8,-212884183.2,-247028950.2,-598629793.9,-2016395170,-935655988.2,11018447.65,672098928.7,-55295257.2,369876763,530017380.4,-634813038.8,-714709329,-356230047.2,-450111559.1,-714741393.1,-1157613065,-718416096,-1081154116,-582931310.1,-204933732.6,-122882482.8,-1639247935,-646075710.8,1105462817,-600695104.2
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,-19356425.38,-18936817.14,-16417583.13,-5173349.068,2296251.533,7415676.756,6518824.304,-4379907.443,-23715655.25,-34092199.86,-38734391.62,139275876.8,-156961472.9,-86633908.74,-205529886.9,-347727997.6,-345615402,-212048501.9,-212808833.6,-152302303.3,-86728710.15,-7756558.846,-93986788.79,-176165176.4,-165402312,-231056754.5,-177517346.1,-167419233.3,-201621961.3,-184284412.7,-135238578.3,-82192916.65,-186521934.7,-196858456.3,-174557318.2,-215086072.2,-165418891.1,-178970129.2,-217202586.8,-210489485.3,-266850191,-342211068.9,-357277736.5,-382484469.8,-490207654.6,-557812975,-520967151.2,-566283220.2,-834959604.3,-565561959.4,-881852423.7,-847026260.2,-935143758.4,-821794440.8,-501845539.6,-626162963.1,-595602390.6,-667615259.3,-861413122,-1167372626,-1248842363
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33481348000,38317659000,48053495000,49975197000,58287068000,49215665000,43505870000,58978301000,64413652000,51332708000,80788322000
Thailand,-35077326.38,6838113.365,-64942528.74,-114738358.1,-55240384.62,-52932692.31,-17500000,-115576923.1,-227596153.8,-267740384.6,-309086538.5,-208269230.8,-81346040.43,-156454352,-324268299.4,-686383795.2,-419507685.8,-1071906353,-1014894545,-1840938235,-2024090911,-2186206760,-626605535.4,-2867898579,-1783296331,-1061199599,876044811.5,283017444.9,-856887188.3,-1852420621,-6416534515,-6427021889,-4468914487,-5299331021,-6989078945,-11327272984,-11416470782,2136056834,17772192804,15416652651,10594886498,7498576473,8490183783,9673296490,7835357474,-1984876727,7237609499,20697063962,6981025387,27066211193,19517413294,7543979216,904575387.8,7902306215,23962838725,41870119401,56079513870,56835761401,44768334335,50852391002,25964513657,-202645062.2,-10560103133,9058970400
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215486725.7,-155899638.3,-78200649.3,-36099830.8,-62240700.79,-121036536.3,-15349913.39,-15894039.74,-112132576.1,-159543697.8,-152546231.8,-225214003.8,-428035078.3,-703066449,-2001462317,-2397452434,-1844204322,-2460854352,-3058446921,-3711288243,-4187662526,-3304866547,-2508925273,-2050455130,-1803387751,-2103938744,-2165278630,-1716304936,-2096994831,-3506457893,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380621905.6,926156209.3,741502100,-8899299.752,-5800115.073,-79803560.47,-628577793.1,-960725683,-468606997,200206546.4,35293806.23,317589162.9,120243102.4,4631773.969,599818511.8,1827713626,2188086304,3858979353,-2180350877,-1141403509,2494035088,2929824561,425614035.1,1073684211,-3561714286,-6418285714,-3276285714,3628000000,2343714286,-136857142.9,4032085714,7307700000,5547400000
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-566576300,-710223200,-773638500,-532517900,-407193800,-279202100,-364926700,-590382200,-755905700,-1013015400,-1034226100,-1333972700,-1325990300,-955583900,-1065272700,-858375700,-885814400,-852929700,-917350500,-572886700,-246925300,984624100,436438900,-903715900
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,-9585678.754,-8919222.779,-7958305.611,-16245850.98,-19530628.21,-20055795.95,-26060675.71,-22988132.67,-30744144.14,-23352347.52,-25285983.66,-30117647.06,-27504551.18,-46942664.27,-40094557.01,-35460719.25,-49780965.6,-34742038.45,-38299855.49,-56033641.43,-77702947.28,-83496904.56,-64776541.37,-74908431.99,-58312953.17,-63666745.89,-64609776.03,-68216377.58,-69654517.76,-80378934.39,-106102403.2,-108811766.5,-130721947.5,-140106717.1,-147142270.7,-168021755,-191964086.9,-206632833,-190312815,-180263786.8,-207710596.3,-174925027.9,-200969516.8,-218887130.5,-221318748,-215025227.8,-228068046.4,-270468990.2,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,46095238.1,78666666.67,72571428.57,122476190.5,122095238.1,-39619047.62,-5545813.198,13624463.67,-9724949.952,112025438.3,-81040701.82,-222261092.6,-430769230.8,-463991964.8,-214780225.5,-469004692.5,-713643469.9,-856460358.9,-697735747.3,-938168177.7,-507132448.8,-642042041.3,-95937788.87,36371945.11,-334976262,-866136363.6,-647826087,-1073908368,-1098589080,-459589898.3,-704240245.3,-294121272.9,-471467789.4,-640980043.5,-446711205.7,-682652371.1,-864661680.3,-873019054.9,-939805566,-788700142.2,-124784863.6,-647621194.2,-740542455.7,-1362829934,-1276406658,-1955235015,-3848456900,-4601047256,-4467155549,-5133844817,-4783432103,-4658727310,-5209502258,-5507643565,-4371542986,-3542223287,-4702148925,-5172469323,-1655347774
Turkiye,-122222222.2,-133333333.3,-211111111.1,-288888888.9,-111111111.1,-100000000,-222222222.2,-133333333.3,-244444444.4,-222222222.2,-345454545.5,-473333333.3,-521428571.4,-535714285.7,-1964285714,-3135714286,-2987500000,-4044444444,-2070833333,-2387096774,-4656578947,-3322522523,-2029447853,-2524444444,-2437602180,-2087931034,-2110962963,-1897782964,1000632911,-1690292177,-6346799540,-4219534995,-4698195576,-10228639053,1278297139,-7550670738,-11403220932,-11026026405,2585712094,-110498993.5,-7109824238,9063574709,5352374495,-669276393.6,-6445075505,-12100020170,-22133767649,-27741797532,-26316015634,-303014593.9,-33457753507,-61372016681,-36182495834,-47327534342,-31503300873,-17510902060,-18795307892,-31639329844,-1159313599,22488784239,-22346163480,3320029890,-36300388196,-27340539420
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1057594167,-1158705936,-1238320425,-1265580764,-1037990487,-916141353.1,-779955515,-727769359.9,-722176847.3,-595625027.9,-316042351.5,-48296388.69,150348819.1,-39943891.55,-253200481.2,-550489062.3,-1105681456,-1835652105,-2821981474,-2100397256,-2697208504,-4469925275,-3816241701,-4841541686,-4607578393,-3104596034,-1354122898,-951281055,-1803781665,-576761784.1,-631133182.7,-1183580233,-3164177374,-3021112852
Uganda,23328319.72,12253449.49,11946221.98,22771535.39,40079034.72,10779784.4,2239955.201,8819823.604,13719725.61,13859722.81,40739185.22,-58658826.82,38919221.62,57819653.08,-6843455.945,-53444444.44,43600000,39764705.88,-126086956.5,40000000,-82000000,-80000000,-199000000,-111666666.7,-59033912.18,-44693326.99,-95262952.93,-614174487.9,-664216666.7,-534973266.3,-522041940.7,-480765196.4,-443762231.5,-454558162.5,-413340605.1,-520277743.4,-692906552.2,-466409535,-708909866.2,-691128206.7,-708892333.1,-718020536.7,-855807413.5,-912561143.7,-799214599.9,-982580657.8,-1305321670,-1586288050,-1111619930,-2471758273,-2832795043,-3914243128,-3418340125,-2915602908,-1995219703,-3865296279,-1855923175,-1080604950,-2128501545,-1817933676,-2320354562,-4114427872,-4766731243,-4944332557
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53920829.98,-877295839.3,1681537695,1472159750,-205438156.6,-1663879223,-1486528419,-1137489348,-1534117222,-952422820.3,1723000057,1572910572,539267697.9,1864970784,1298219585,4982327505,724526116.4,-3069900990,-8130891089,-14394497592,-1967337677,-3977373467,-10147770404,-14346462765,-15634054798,-4680457309,-2377052775,-6463928654,-8726414190,-11425933031,-12384279577,-2369876403,-2639467168,-26738449230,-37406824031
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,-59972583.96,-8791981.713,-52886734.24,0,11795234.73,130872772.1,102056595,22865309.04,47443615.78,25403225.81,-28225806.45,-32258064.52,11868299.55,36166330.12,-102610326.6,-123756988.4,-19046177.14,-113651363,-113309352.5,-311226876.5,-568972168.6,-422844348.4,-272143888.4,106382875.6,252463024.8,267665783.5,349657276.4,179969138.3,354986095.1,488967735.5,505462238,317407317.3,105872034.4,-64949511.46,-107505932.4,-20079067.57,-38666891.29,-668923904.9,-710854144.5,-765361935.9,-757171200.5,-564307130.9,165220880.3,374094246.1,376087086,335162762.6,-271753629.1,-244991729.2,-1494377960,262978889.2,414029878.9,-202746573.9,-1747306849,-1847227644,-1231338665,-214881316.6,3099832243,3565161596,3301095145,3774318100,2374254466,4338583862,3557849038,2519682498
United States,,,,,,,,,,,3949000000,621000000,-3373000000,4110000000,-815000000,15976000000,-1631000000,-23094000000,-25367000000,-22545000000,-13056000000,-12519000000,-19974000000,-51642000000,-1.03E+11,-1.14E+11,-1.32E+11,-1.45E+11,-1.09E+11,-86741000000,-77855000000,-28613000000,-34738000000,-65174000000,-92487000000,-89762000000,-96377000000,-1.02E+11,-1.63E+11,-2.60E+11,-3.81E+11,-3.77E+11,-4.40E+11,-5.22E+11,-6.34E+11,-7.40E+11,-7.86E+11,-7.36E+11,-7.41E+11,-4.19E+11,-5.32E+11,-5.80E+11,-5.52E+11,-4.78E+11,-5.09E+11,-5.24E+11,-5.03E+11,-5.43E+11,-5.93E+11,-5.77E+11,-6.26E+11,-8.60E+11,-9.59E+11,-7.97E+11
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-439441509.4,-43395427.6,-44520218.23,725368781.4,293465126.5,279624982.1,609678382.4,840189364.2,871728035.7,962915531.8,1099430937,765050803.8,219694054.4,-337193442.3,-1372179957,-3829747575,-3722289684,-3448939515,-2766183785,-3898761608,-3904001594,-9264669123,-9598533404,-8119830715,-11480513578,-13698996187,-17268212743
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",941520089.8,1191969750,1390138323,1619952235,998252873.6,838644444.4,924688888.9,903177777.8,580600000,473111111.1,516111111.1,813750000,461863636.4,1620302326,6368744186,2160418605,270069767.4,-2880558140,-5176000000,720139534.9,4658418605,3713232558,-2002883721,6526279070,4494997625,3506506667,-251764948.5,-877193103.4,-3892310345,5491872208,9061996090,2651677959,-1494197417,-129470323.8,4841352862,3962482447,10367160077,6242961321,-1606083886,3677104297,13625560567,4092931517,11417950728,14324022552,19149631830,27924003350,26368750349,13964625524,31008694395,-7841993379,42952020030,32432802555,7391085492,-17614610715,-70922056745,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381000000,543000000,685000000,982000000,703000000,1474000000,190000000,76000000,534000000,58000000,129000000,-267000000,-269000000,-55000000,-731000000,-1177000000,-2079000000,-1875000000,-1564000000,12000000,-509000000,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,-2626712900,-3224355547,-2811845874,-642278756.9,-597889875.7,-491903978.4,-403134977.7,-1155534899,-1538569711,-1886069296,-2704621717,-2184827721,-1987563954,-818893985.3,-1114137105,-598816190.6,-2531137967,-4343434959,-6157479969,-1911038480,-1911499445,-10504854821,-13525433606,-10059253544,-8281531536,-5005716389,7283274114,5886688540,8839944426,2228632660,7211708758,7160336765,12971677676,18761100857,19123945229,3754832220,15730738898,34505666411
Vanuatu,,,,,,,,,,,,,,,,,,,,,-9781526.387,-2334159.588,-2484198.819,-14008262.05,-6187644.865,-25171646.3,-35666255.74,-37251135.65,-36542623.48,-36848727.18,-40961899.88,-28581661.89,-18960773.25,-17371135.29,-18323955.16,-20426184.76,-17552967.71,4436005.869,-26647322.92,-44160371.88,-23931417.01,-30589247.31,-18584992.68,-15770628.83,-27399588.51,-37154735.23,-30739103.35,-36129347.16,-75729640.13,-43722724.18,-42835398.77,-44562838.06,-13687761.44,-23100721.9,-19583469.19,-153336340.3,-92233233.46,-89806392.05,-138555802.7,12245876.28,-287103484.1,-409510975.1,-410467205.9,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55124767.34,-46945699.36,-58708089.47,-91324871.79,-116190551.6,-142130895.1,-116478708.1,-125512413.9,-157405208.8,-184641067.3,-233833598.4,-172920873.7,-201690444.9,-167734913.3,-149001478.7,-129952934.4,-131798994.8,-121097577.8,-165887296.4,-316619098.1,-336929793.1,-311008687.8
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2194448513,-1971239233,-2075544638,-2298687108,-1992036879,-1959695595,-2123894687,-1833203520,-1828647995,-1849222667,-2222452771,-2143056103,-2486288498,-2995351187,-3064733373,-3210697408
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-668985711.8,-1844059234,-2465227635,-3974955537,2967331440,451453459.3,-579907156,-518178035.6,-1237561678,-177631147.7,714234000.6,88820109.67,-77859849.39,-177205093.5,127348773.8,839983778.9,84056640.79,-1584076847,-1499153147,-2870147866,-1358500505,-778433722.2,-4118662873,-3149430281,-2969370271,-5744599578,-7211831544,-6865167584,-8943024329,,,,,
South Africa,377999848.8,639799744.1,743399702.6,510999795.6,198799920.5,-121799951.3,264599894.2,47599980.96,449399820.2,89599964.16,-632799746.9,-829118994.7,525545546.2,739236756.1,-201625662.1,-911416779.8,-433550108.4,1974550494,3044050761,5282516036,6468644153,-1663667886,-314970492.2,3155013015,1361778161,5064892817,5755718082,8506247197,5982490187,5093650495,6132598158,5137769505,5274167658,6080039367,3045794213,1026444100,2204054614,1723321503,1534110766,3454792582,3927186668,4797436597,4384888471,4150567322,-328808195.7,-659346396.3,-4775569076,-4020941427,-4631880776,1246330694,4844542605,3482071046,-5665968002,-8484620143,-5711637795,-4505144659,1459108010,4364612609,2060869012,1971031573,14844418855,25979174233,7975212861,1252341416
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27418890.83,-130378545.4,-246901150.8,-151921037.5,-248164810.2,-329980582.2,-451510168.9,-591601095,-446609019.5,-536505558.2,-232240914.4,-81557141.26,934962754.3,198333516.6,-289469872.1,364908721.6,1831431860,1911249738,1223665438,142763483,393837998,-1187564147,-693557832.6,-413972219.6,270071721.8,112156710.6,2581643039,4026777848,3234461754,951539025
Zimbabwe,,,,,,,,,,,,,,,,-72941700,102049600,51387400,88609200,-44584700,-210760500,-519152300,-452102700,-235329300,-15490200,11154600,157208100,184764900,264166500,134406100,6538600,-283839000,-625049100,-113411600,-132269900,-190874000,16295900,-598308400,-110617800,267085300,150664400,136900000,-199000000,-324059700,-412198100,-514885200,-593837200,-455221900,-1174044400,-2206066700,-2871019600,-2801335700,-4079500300,-2802748200,-2497634100,-3678895600,-2328568300,-1883676400,-759058584,-176845295.4,-732752967.3,-1442833908,-2957395175,-2690324728
