COUNTRY,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
France,99.45666666666668,99.96166666666667,99.99916666666668,100.1825,101.2166666666666,103.09,104.2325,104.7291666666666,106.4491666666666,112.0083333333334,117.4725
Gabon,85.83581950925098,89.86191215878517,89.55746432386943,91.44417781,93.86920958093872,98.32712079,100.7504591,102.1133721,103.22325,107.5908816833496,111.4953712860741
"Gambia, The",64.64778372207365,68.49303348215548,73.15635081,78.44467176963255,84.74706554,90.27339477,96.69695729048286,102.4323210645312,109.9819391702281,122.6442916271083,143.4621948751418
Georgia,106.9681,110.25075,114.664725,117.1127333333333,124.1808583333333,127.4284916666667,133.6124666666666,140.5636083333334,154.0112083333334,172.3357166666667,176.6230166666667
Germany,93.51765666666668,94.36566916666668,94.85111083333335,95.31753833333332,96.75635166666665,98.432335,99.85533166666669,100,103.0666666666667,110.15,116.7
Ghana,40.64958439306718,46.94604893469848,54.99728200882418,64.59685668229078,72.58872911524504,78.25701251,83.84741178337433,92.13764818,101.3247747800771,132.9947401006158,183.675
Greece,103.2162583333333,101.8617916666667,100.093585,99.26715833333336,100.3801958333333,101.0081958333333,101.2637541666667,99.99999917,101.2238241666667,110.987125,114.8326083333333
Grenada,109.23275,108.1583333333333,107.6008333333334,109.3766666666666,110.370308,111.2577982,111.9232864833334,111.0942342166667,112.4490416666666,115.3508333333333,118.4608333333334
Guadeloupe,99.35166667,99.7025,100.0008333,99.90666667,,,,,,,
Guatemala,64.74178807693775,66.95489656227295,68.55426178731211,71.60385836,74.77199724675918,77.57733929868839,80.44768842,83.03363160108599,86.57173721846198,92.53231233987225,98.27540055829601
Guinea,59.49823072774348,63.15767272095805,70.59769867445115,76.36742346711488,83.17509012,91.34921943,99.99999999999994,110.6016203387166,124.5344252693584,137.6018735700468,148.3416666666667
Guinea-Bissau,100.8338786101083,99.31204873646212,100.7786101083033,102.2934341155235,104.0233333333333,104.42,104.6775,105.8708333333333,108.2449749088286,118.4133333333333,
Guyana,111.8179419747532,112.7713358497514,111.6416666666667,112.575,114.7191666666667,116.1908333333334,118.6160042998976,119.7942609856205,125.8233333333334,133.5175,137.2841666666666
Haiti,67.55788809952207,69.88064084354555,74.58489426288925,83.16432558,92.04634933894272,103.5350326181662,122.9,150.9166666666667,176.3333333333333,236.2583333333334,323.2333333333332
Honduras,260.0916666666668,276.0333333333332,284.75,292.5083333333332,304.0166666666668,317.2333333333332,331.0833333333332,342.5666666666668,357.9166666666668,390.45,416.4666666666665
"Hong Kong Special Administrative Region, People's Republic of China",84.58333333333336,88.325,90.96666666666668,93.15833333333335,94.55,96.82499999999997,99.61666666666667,99.86666666666667,101.4333333333333,103.3416666666667,105.5083333333333
Hungary,135.4916666666666,135.1833333333334,135.1,135.6333333333333,138.8183333333333,142.775,147.5416666666667,152.45,160.2416666666667,183.65,215.1
Iceland,146.1734166666667,149.1621,151.598,154.1705083333334,156.88455,161.0936333333333,165.94895,170.67505,178.2602583333333,193.0714666666667,209.938775
India,110.0166666666667,117.35,123.1083333333334,129.2,133.5,138.7583333333333,143.9333333333333,153.4666666666667,161.3416666666667,172.15,181.875
Indonesia,106.4125,113.2175,120.4216666666667,124.6675,129.4158333333333,133.555,137.6025,140.2458,142.4338166666666,148.4295166666666,153.877075
"Iran, Islamic Republic of",19.51674480502989,22.75780342096166,25.59904270838198,27.45380227,29.66243990528405,35.00586693151902,48.97577921757708,63.95949721,91.71089385474842,131.5945530726256,190.2583333333334
Iraq,,,103.5570163789287,104.1333333333333,104.325,104.7083333333334,104.5,105.1,111.45,117.0166666666667,122.1166666666667
Ireland,82.93333333333335,83.09166666666668,82.81666666666668,82.83333333333331,83.13333333333335,83.525,84.30833333333335,84.03333333333332,86,92.73333333333332,98.57499999999997
Israel,93.79166666666669,94.24166666666667,93.675,93.15833333333332,93.39999999999998,94.14166666666668,94.94166666666668,94.35833333333332,95.78333333333332,99.99166666666667,104.2166666666667
Italy,99.68992416666666,99.93022416666668,99.96898749999998,99.87500000000001,101.1,102.25,102.875,102.7333333333334,104.6583333333333,113.2416666666666,119.6083333333334
Jamaica,77.34999999999998,83.75,86.84166666666665,88.88333333333333,92.775,96.24166666666667,100,105.2267777929352,111.3959948309412,122.925,130.8833333333334
Japan,94.83333333333331,97.45,98.225,98.09999999999998,98.575,99.55,100.0166666666667,99.99166666666667,99.75833333333333,102.25,105.5916666666666
Jordan,91.54723785619822,94.20163083874775,93.37562255787482,92.64875826681785,95.72830522,99.99999999999994,100.7615140472655,101.0973464811927,102.4582115662692,106.7913288495422,109.0177890813133
"Kazakhstan, Republic of",40.29934198929848,43.05962517650952,45.93527003438458,52.53207745,56.44186306,59.92074899,63.11665868,67.35693335906262,72.77342185082583,83.70971303789013,96.03595992851776
Kenya,71.56464706,76.48697440474523,81.52146507399658,86.65507515685889,93.59237690134425,97.98167824659689,103.1155635,108.6891267851205,115.3277891278858,124.1617394101013,133.6866785432532
Kiribati,81.58541416843032,83.30195922,83.77845954,85.38475307541631,85.68831370823355,86.17162192519459,84.60926152286852,86.76954372263629,88.55145762,93.28537817486102,101.9451286243008
"Korea, Republic of",93.00991666666668,94.19558333333332,94.86091666666668,95.78266666666666,97.645,99.08608333333332,99.46558333333336,100,102.4983333333334,107.715,111.59
"Kosovo, Republic of",100.1103965245018,100.5398278873379,99.99999999999994,100.2731694310454,101.7654691381547,102.8378713,105.5898045859268,105.7991130624518,109.3472888101242,122.0102630221663,128.0428462125278
Kuwait,100.2599167822468,103.1764042995839,106.5520284327323,109.9599861303745,112.3481333795654,112.9583333333333,114.1916666666667,116.5916666666666,120.5833333333334,125.3833333333333,129.95
Kyrgyz Republic,213.5554091288094,229.6452017703146,244.5797604086441,245.5307802,253.3271432654015,257.2351234529832,260.1511988889038,276.6068626,309.5370196917942,352.6335782473198,390.5532438582232
Lao People's Democratic Republic,94.55078844,98.45502032,99.71263972241692,101.3049631067004,102.1412139055509,104.2252957460073,107.6882424947426,113.1847286052132,117.4355173245788,144.3942759911432,189.4888021216911
"Latvia, Republic of",99.21046833333332,99.82606,99.99999916666665,100.1406325,103.0751166666667,105.6875083333333,108.6588166666666,108.89685,112.464125,131.9319833333333,143.724125
Lebanon,98.97846240099312,100.8141211350495,97.03445330320555,96.27432457,100.4346772009994,106.5380815659287,109.7399658763178,202.8700560034842,516.8238347,1401.654620175063,4504.1
"Lesotho, Kingdom of",62.17895019527618,65.51813989727358,67.62680528,72.08781081336838,75.29405992,78.87188533,82.96303595681643,87.09301616387359,92.36018049509963,100.0000335068141,106.3422530631386
Liberia,49.89032889,54.81007052374742,59.05713674627128,64.27439107171175,72.25703416,89.28333117242218,113.3597206960388,132.5806822,142.9426498924011,153.7962636652232,169.3211560880059
Libya,133.3323706896552,136.5762691570881,150.7833333333333,189.7666666666666,238.7333333333334,270.175,264.3333333333332,268.1583333333332,275.85,288.2916666666668,295.1333333333332
"Lithuania, Republic of",100.7874,100.891975,99.99999166666667,100.9055166666666,104.6621166666667,107.485825,109.9950916666667,111.3149166666667,116.5284,139.490375,152.2081583333333
Luxembourg,98.90583333333332,99.5275,100,100.2908333333333,102.0266666666666,103.5858333333333,105.3916666666667,106.2558333333334,108.9408333333334,115.8433333333333,120.1775
"Macao Special Administrative Region, People's Republic of China",83.68833333333332,88.75000000000001,92.7975,94.99583333333335,96.16250000000002,99.05166666666665,101.7775,102.6033333333334,102.6304763933333,103.7029936,104.1970186158333
"Madagascar, Republic of",82.76658694336355,87.79913320896883,94.29994937959358,99.99166666666667,108.6,117.9333333333334,124.55,129.7833333333334,137.3266666666666,148.5333333333333,163.2
Malawi,30.90572933814735,38.25884053461372,46.62503416,56.74784811791352,63.29847576665038,71.16025919710054,77.82857042352585,84.54168520348722,92.42954626460198,111.7972054104344,143.9833333333334
Malaysia,107.1166666666667,110.4833333333333,112.8083333333334,115.1666666666667,119.625,120.6833333333333,121.4833333333333,120.1,123.075,127.2333333333333,130.4
Maldives,91.70852145358732,93.65274371988838,94.54544790915432,95.02054769,97.69772632,97.56742355806561,97.78210089772784,96.44270685295002,96.96653511503132,99.22890340624265,102.1337952443232
Mali,99.93772665,100.8209908136483,102.2835914260718,100.4428477690289,102.2104987,102.5166666666667,100.8166666666667,101.2583333333334,105.2333333333334,115.3583333333334,117.7333333333334
Malta,96.50989944,96.80937590014997,97.87480980580432,98.50385392,99.84779566648238,101.0038570332665,102.662401,103.3179465699355,104.8655380114688,111.3187075787838,116.9892464642188
Martinique,99.105,99.86083333,100,99.755,100.3166667,,,,,,
"Mauritania, Islamic Republic of",85.51373339735741,88.53610390629568,91.41771227968007,92.76311631039322,94.85425345999398,97.76377485153628,100.0124322230829,102.3984237025562,106.0490963077718,116.1505551252259,121.9035505966551
Mauritius,69.20561931715615,71.43244293807345,72.35145682382642,73.05881902679995,75.73788374829805,78.17365486044118,78.49077034883722,80.51646075581395,83.76008963178295,92.78419331395348,99.32824612403103
Mexico,82.03624333333335,85.332965,87.65456833333332,90.12792416666667,95.57296416666665,100.2554183333333,103.9006666666666,107.43,113.5419166666666,122.5075,129.2796666666667
"Micronesia, Federated States of",100.9880029,101.6447126,101.3416937,100.2903059,100.87425,102.38575,104.3555,104.93425,108.283,114.13975,
"Moldova, Republic of",41.33012602234105,43.4333275,47.63604065443132,50.66536366566572,53.99419458,55.63834694326938,58.33000972,60.52670109939648,63.61744339781778,81.89937748130617,92.88782551
Mongolia,67.39982751623376,75.65898944805198,79.99854910714285,80.58515624999998,84.05147118506495,89.78735194355399,96.34278894304344,100,107.3528124338022,123.6145693223568,136.4056896455516
Montenegro,99.17961217443192,98.47492709350088,100,99.72861497661478,102.1023913631466,104.7685132890632,105.1473182069034,104.8785030946696,107.4069161280986,121.4131041158706,131.8361387668899
"Montserrat, United Kingdom-British Overseas Territory",100.0553689187508,99.6736941,98.53065329864178,98.28833333333333,99.46083333333333,100.7675,99.68833333333335,97.8002911,100.3516666666666,103.3425,102.2166666666667
Morocco,95.38799032,95.80990099,97.30253025,98.89372937,99.64004400440042,101.4374674,101.7452145214522,102.4635039,103.9,110.8166666666667,117.5666666666667
"Mozambique, Republic of",49.70788835283422,50.98028541,52.79047282352365,61.98553945677388,71.35354259,74.14441824339228,76.22246613661488,78.87800782666142,83.93288644537282,92.56068509327152,99.15746181
Myanmar,104.2032775,109.3647776,119.7043117,127.9984143,133.8511885,143.0498821,155.67413,,,,
Namibia,103.0707107400752,108.5851686,112.2705659719075,119.8247834535728,127.1889747687274,132.6474054307862,137.5850646830108,140.6248448,145.7111123127991,154.5722147063996,163.6609598916732
Nepal,88.70924886,96.12902766608822,103.6933333333333,112.8083333333333,116.9,121.6475,128.4216666666667,134.91,140.5083333333333,151.2583333333333,162.02
"Netherlands, The",98.4425,99.40333333333335,100,100.3166666666667,101.7025,103.435,106.1591666666667,107.51,110.3866666666667,121.4266666666667,126.0875
New Caledonia,104.8358333,105.0233333,105.6225,106.2333333,,,,,,,
New Zealand,96.34992,97.5326225,97.818105,98.450245,100.27235,101.875,103.525,105.3,109.45,117.3,124.025
Nicaragua,172.6041666666667,183.0225,190.3386048,197.0445634166667,204.6321025833334,214.7557383,226.3016293333333,234.6336330833333,246.1973498333334,271.9678714166668,294.7796078333332
Niger,83.77467347,82.99532835758401,82.51720026,83.88194334650858,86.22759552042162,88.78648880105402,86.57588932806323,89.08502635046115,92.50399209486169,96.41341238471675,99.98164690382082
Nigeria,146.9866634449652,158.8152841907126,173.1236439582994,200.298538,233.3523359446718,261.5765495378885,291.3869179,329.9840972647592,385.9257922,458.6619509423608,571.765925
"North Macedonia, Republic of",110.34,110.0291666666667,109.6991666666666,109.4366666666667,110.9158333333334,112.5333333333333,113.3958333333333,114.7566666666667,118.4641666666667,135.2916666666667,147.9575
Norway,95.91666666666669,97.875,100,103.55,105.4916666666667,108.4083333333333,110.7583333333333,112.1833333333333,116.0916666666667,122.7833333333334,129.5583333333334
Oman,95.45168397859615,96.41957821844508,96.48253068932952,97.55272269436573,99.10292729,99.98426188227889,100.475,100.0666666666667,101.75,104.3,105.2916666666667
Pakistan,89.37894449681278,95.80474005728195,98.22795633818168,101.9263559462496,106.0904284653932,111.4777611688545,123.2702820723436,135.2767990885931,148.1229687705643,177.5607201595315,232.1928299325963
"Palau, Republic of",95.4195152,99.41925842235005,100.3627875924404,99.31670090386196,100.725,102.85,103.125,103.35,106.05,119.15,134.425
Panama,99.99906229508198,102.6255646653006,102.7666666666667,103.5268666666667,104.4333333333333,105.228675,104.855025,103.2294833333333,104.91285,107.9129916666667,109.517025
Papua New Guinea,105.8,111.325,118,125.875,132.7,138.5049471876835,143.9463535260192,150.9589506,157.7273312085198,166.0131252,169.8292688009265
Paraguay,83.87062110466366,88.08833011,90.84461637653128,94.55727487642382,97.96367935,101.8583333333334,104.6666666666666,106.5166666666667,111.6166666666666,122.5166666666666,128.1916666666667
Peru,76.77224514552606,79.39167253785642,82.08947456932152,85.00954217895772,87.55549335,88.87684077876105,90.87845558603735,92.69821674,96.65797292,104.7131645,111.4730416666666
Philippines,87.41042944785278,90.55530236634532,91.16581945661702,92.30876424189309,94.94250657318145,99.98333333333332,102.375,104.825,108.9416666666667,115.2833333333334,122.175
"Poland, Republic of",123.8666666666667,123.9333333333333,122.85,122.0333333333334,124.5666666666666,126.825,129.65,134.025,140.8,161.1166666666667,179.6916666666667
Portugal,100.2744166666667,99.99549999999998,100.4834166666667,101.09375,102.4773333333333,103.4956666666667,103.8456666666666,103.83275,105.1469166666666,113.38275,118.271
Qatar,91.71279635445532,94.78491902210727,96.50439066,99.08741917605765,99.4786945,99.73317630395958,99.06831393558716,96.55166666666665,98.77666666666669,103.7108333333333,106.8508333333334
Romania,99.53416666666668,100.5975,99.99979347779082,98.455,99.77333333333335,104.3883333333333,108.3841666666667,111.2358333333333,116.8558333333333,132.9766666666667,146.8025
Russian Federation,121.6389583333333,131.155275,151.5294666666667,162.20085,168.1752416666667,173.015825,180.7502666666667,186.862625,199.3720666666666,,
Rwanda,99.48712551,101.8295404532198,104.4043032774978,111.8946261220788,121.1589827824816,120.7819237178365,124.8255534190795,137.1213685132049,136.5847484963029,160.7455108831948,192.5563189022719
Samoa,99.51115184845705,99.10632447296058,99.82432019553924,101.1267467613224,102.8963604414065,107.2153928667809,108.2685981579212,106.5699586123058,109.9090135981652,121.9571102275048,131.6181218060804
"San Marino, Republic of",98.52982034,99.62642081466045,99.77156264,100.4141666666667,101.4325,102.6125,103.0975,102.96,104.6233333333334,110.195,116.7316666666667
"São Tomé and Príncipe, Democratic Republic of",87.745,93.88583333333335,98.81096993809459,104.1769190879969,110.1048943553988,118.7686039863678,127.9378314966494,140.5004666991592,151.9340720672863,179.2907666949566,217.4060363
Saudi Arabia,93.1975,95.28166666666668,96.43083333333335,98.42583333333332,97.60083333333333,100,97.90666666666668,101.28,104.3825,106.965,109.4541666666666
Senegal,79.37182318345158,78.50646785,78.61261797,79.27082957989435,80.31574051582622,80.68598454824301,82.10614785079022,84.19422776911078,86.0299337,94.37210064589422,99.97731079031755
"Serbia, Republic of",176.475,180.15,182.6583333333334,184.7083333333334,190.4916666666667,194.225,197.8166666666666,200.9333333333333,209.1416666666667,234.2,263.175
Seychelles,98.63310831,100,104.0419441072562,102.9854169787764,105.9275,109.8499089,111.835,113.18,124.2366666666666,127.4991666666667,126.1791666666667
Sierra Leone,37.775,39.5275,42.17166666666665,46.7625,55.28333333333335,64.14499999999998,73.64166666666668,83.54416666666668,93.46416666666666,118.8941666666667,175.5387639
Singapore,98.47358333333332,99.48308333333333,98.96316666666665,98.43641666666667,99.00366666666665,99.43791666666668,100,99.81808333333335,102.11875,108.3695,113.5945
"Sint Maarten, Kingdom of the Netherlands",124.0425758,126.3829549,126.800053,126.9416667,129.7242408,,,,,,
Slovak Republic,164.1166666666666,163.9916666666666,163.4583333333333,162.6083333333334,164.7416666666667,168.8833333333334,173.3833333333333,176.7416666666666,182.3083333333334,205.5966666666667,227.25
"Slovenia, Republic of",100.3291666666667,100.5291666666666,100.0008333333333,99.94583333333333,101.3741666666667,103.1366666666667,104.8183333333334,104.7608333333334,106.7691666666667,116.2008333333334,124.8541666666666
Solomon Islands,,99.59136126,99.01923947425831,99.52669884380458,100.0130726439791,103.475,105.1666666666667,108.2833333333333,108.1583333333333,114.12665,120.8439836666667
Somalia,,,100.9126149826323,100.9367671256228,104.9304245539246,109.4067048465265,114.5581814565651,119.2701081775134,124.7862318739955,133.2458352341088,141.3791666666666
South Africa,57.34166666666665,60.85833333333332,63.60833333333332,67.80833333333335,71.325,74.54166666666669,77.6,80.10833333333332,83.80833333333335,89.70833333333331,95.15833333333332
"South Sudan, Republic of",158.8346202553795,161.4939868139638,246.7084375033822,1184.199477715744,3408.737502365402,6255.085453214728,11712.10733134767,15187.77397985823,16785.02901013693,15662.56025,16035.76841666667
Spain,94.02341666666668,93.88133333333332,93.41158333333335,93.22233333333332,95.04583333333332,96.63783333333332,97.31383333333332,96.99975,100.0000833333334,108.3906666666667,112.2194166666667
Sri Lanka,81.10722774327122,83.68562836438922,86.83921066252589,90.27707816,97.23214855072462,99.30809161490681,102.8120719461698,109.1390703933747,116.7949368530021,174.8666666666667,203.7916666666666
St. Kitts and Nevis,109.6025,109.8741666666667,107.345,106.6075,107.3483333333334,106.235,105.8848897416666,104.6489536416667,105.9002295333334,108.7258333333333,112.5933333333334
St. Lucia,99.84192491666666,103.353321,102.3367368,99.18658924999998,99.29000325,101.2118794,101.7575,99.97083333333335,102.3808333333334,108.9108333333333,113.3441666666667
