Country Name,Year,CPI,GDP,Trade Imbalance,Real Effective Exchange Rate
SC,2013,98.63310831,1333160407.0,-94809967.49,
SL,2013,37.775,7697098118.0,-1485908595.0,126.8436364
SO,2013,,5062881613.0,-2334254796.0,
NA,2013,103.0707107400752,12043307277.0,-2736351946.0,
SD,2013,313.9671601,43024018082.0,-3375123288.0,
SD,2013,158.8346202553795,43024018082.0,-3375123288.0,
TZ,2013,72.83757154185308,45648857242.0,-4841541686.0,
SZ,2013,70.55705214,4418333192.0,,
TG,2013,99.38054989,6021732977.0,-881852423.7,98.20126647
UG,2013,83.77088801983008,28915786517.0,-2915602908.0,106.0154655
ZM,2013,131.2625,28037239463.0,142763483.0,103.0291098
SB,2013,,1285911586.0,-99559923.23,118.4625478
FJ,2013,99.49166666666667,4189967999.0,-528000078.2,105.6640105
KI,2013,81.58541416843032,201730847.8,-150998057.2,
NC,2013,104.8358333,10151382933.0,-2784133386.0,
PG,2013,105.8,21261338065.0,,126.9831727
WS,2013,99.51115184845705,797736334.3,-172920873.7,102.7819909
FM,2013,100.9880029,317214400.0,-166431300.0,
FM,2013,100.9880029,317214400.0,-166431300.0,
FM,2013,100.9880029,317214400.0,-166431300.0,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,317214400.0,,
FM,2013,100.9880029,164528000000.0,-166431300.0,
FM,2013,100.9880029,164528000000.0,-166431300.0,
FM,2013,100.9880029,164528000000.0,-166431300.0,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,164528000000.0,,
FM,2013,100.9880029,206145000000.0,-166431300.0,
FM,2013,100.9880029,206145000000.0,-166431300.0,
FM,2013,100.9880029,206145000000.0,-166431300.0,
FM,2013,100.9880029,206145000000.0,,
FM,2013,100.9880029,206145000000.0,,
FM,2013,100.9880029,206145000000.0,,
FM,2013,100.9880029,206145000000.0,,
FM,2013,100.9880029,206145000000.0,,
FM,2013,100.9880029,206145000000.0,,
TO,2013,84.18028199186293,451788486.9,-190312815.0,
AM,2013,116.2950736,11121464437.0,-2318611568.0,96.84668401
AZ,2013,111.6416666666667,74160560124.0,16430881241.0,
BY,2013,39.62673525604225,75527558966.0,-2378218591.0,
GE,2013,106.9681,17517660144.0,-2090018938.0,107.1508586
KZ,2013,40.29934198929848,236635000000.0,27985511154.0,
CF,2013,213.5554091288094,1691544110.0,-142992617.5,105.1909067
CF,2013,213.5554091288094,1691544110.0,-142992617.5,
CF,2013,213.5554091288094,1691544110.0,-142992617.5,
CF,2013,213.5554091288094,1691544110.0,-142992617.5,101.3997354
CF,2013,213.5554091288094,1691544110.0,-142992617.5,
CF,2013,213.5554091288094,1691544110.0,,105.1909067
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1691544110.0,,101.3997354
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1691544110.0,-3632783882.0,105.1909067
CF,2013,213.5554091288094,1691544110.0,-3632783882.0,
CF,2013,213.5554091288094,1691544110.0,-3632783882.0,
CF,2013,213.5554091288094,1691544110.0,-3632783882.0,101.3997354
CF,2013,213.5554091288094,1691544110.0,-3632783882.0,
CF,2013,213.5554091288094,1691544110.0,4812877978.0,105.1909067
CF,2013,213.5554091288094,1691544110.0,4812877978.0,
CF,2013,213.5554091288094,1691544110.0,4812877978.0,
CF,2013,213.5554091288094,1691544110.0,4812877978.0,101.3997354
CF,2013,213.5554091288094,1691544110.0,4812877978.0,
CF,2013,213.5554091288094,1691544110.0,,105.1909067
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1691544110.0,,101.3997354
CF,2013,213.5554091288094,1691544110.0,,
CF,2013,213.5554091288094,1804350000000.0,-142992617.5,105.1909067
